"event_stamp","origin","module","active","records","rate_loop_min","rate_loop_max","rate_loop_avg","rate_loop_med","rate_loop_procs","rate_filter_min","rate_filter_max","rate_filter_avg","rate_filter_med","rate_filter_proc"
"2025-12-31 05:13:37","Procrate","wb","1","66254","15.0","1996.0","94.28","40.0","25.0","4.0","1852.0","47.99","20.0","50.0"
"2025-12-31 05:13:37","Procrate","geo","1","10004","358.0","2000.0","710.29","679.0","1.47","325.0","1960.0","656.23","634.0","1.58"
"2025-12-31 06:00:03","Procrate","lg","1","2699","30.0","2000.0","287.0","198.0","5.05","6.0","1824.0","237.93","162.0","6.17"
"2025-12-31 06:00:03","Procrate","mb","1","510","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.1","119.0","8.4"
"2025-12-31 06:00:03","Procrate","mx","1","5233","23.0","2000.0","164.29","78.0","12.82","2.0","1681.0","107.17","21.0","47.62"
"2025-12-31 06:00:06","Procrate","wb","1","66314","15.0","1996.0","94.25","40.0","25.0","4.0","1852.0","47.97","20.0","50.0"
"2025-12-31 06:00:07","Procrate","lg","1","2699","30.0","2000.0","287.0","198.0","5.05","6.0","1824.0","237.93","162.0","6.17"
"2025-12-31 06:00:07","Procrate","geo","1","10016","358.0","2000.0","710.35","680.0","1.47","325.0","1960.0","656.29","634.0","1.58"
"2025-12-31 06:00:07","Procrate","mb","1","510","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.1","119.0","8.4"
"2025-12-31 06:00:07","Procrate","mx","1","5233","23.0","2000.0","164.29","78.0","12.82","2.0","1681.0","107.17","21.0","47.62"
"2025-12-31 06:00:08","Procrate","wb","1","66314","15.0","1996.0","94.25","40.0","25.0","4.0","1852.0","47.97","20.0","50.0"
"2025-12-31 06:00:09","Procrate","geo","1","10016","358.0","2000.0","710.35","680.0","1.47","325.0","1960.0","656.29","634.0","1.58"
"2025-12-31 07:16:42","Procrate","lg","1","2703","30.0","2000.0","286.82","198.0","5.05","6.0","1824.0","237.77","162.0","6.17"
"2025-12-31 07:16:43","Procrate","mb","1","510","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.1","119.0","8.4"
"2025-12-31 07:16:43","Procrate","mx","1","5239","23.0","2000.0","164.24","79.0","12.66","2.0","1681.0","107.15","21.0","47.62"
"2025-12-31 07:16:44","Procrate","wb","1","66391","15.0","1996.0","94.2","40.0","25.0","4.0","1852.0","47.95","20.0","50.0"
"2025-12-31 07:16:44","Procrate","geo","1","10024","358.0","2000.0","710.28","679.5","1.47","325.0","1960.0","656.23","634.0","1.58"
"2025-12-31 07:18:43","Procrate","lg","1","2703","30.0","2000.0","286.82","198.0","5.05","6.0","1824.0","237.77","162.0","6.17"
"2025-12-31 07:18:43","Procrate","mb","1","510","33.0","1644.0","177.52","143.0","6.99","6.0","1415.0","150.1","119.0","8.4"
"2025-12-31 07:18:43","Procrate","mx","1","5239","23.0","2000.0","164.24","79.0","12.66","2.0","1681.0","107.15","21.0","47.62"
"2025-12-31 07:18:44","Procrate","wb","1","66394","15.0","1996.0","94.2","40.0","25.0","4.0","1852.0","47.95","20.0","50.0"
"2025-12-31 07:18:44","Procrate","geo","1","10024","358.0","2000.0","710.28","679.5","1.47","325.0","1960.0","656.23","634.0","1.58"
